Index,Folder,Filename,Image Size,BBox,BBox_Face,Categorical_Labels,Continuous_Labels,Gender,Age
4559,emodb_small/images,3rsccyxkqsupnvk7za.jpg,"[333, 500]","[84, 47, 227, 331]","[73, 30, 118, 90]","['Anticipation', 'Engagement', 'Excitement']","[4, 4, 3]",Female,Adult
4560,mscoco/images,COCO_train2014_000000577850.jpg,"[640, 480]","[21, 104, 140, 365]","[38, 9, 66, 45]","['Engagement', 'Happiness']","[7, 5, 7]",Female,Teenager
4561,mscoco/images,COCO_train2014_000000126097.jpg,"[640, 425]","[49, 40, 256, 420]","[58, 17, 106, 80]",['Yearning'],"[7, 5, 9]",Male,Adult
4562,framesdb/images,frame_lyebs1novpqywb4y.jpg,"[1600, 577]","[872, 168, 1012, 363]","[41, 6, 87, 66]","['Anticipation', 'Engagement', 'Excitement', 'Pleasure']","[10, 7, 6]",Female,Teenager
4563,mscoco/images,COCO_train2014_000000433994.jpg,"[640, 480]","[254, 73, 361, 343]","[46, 15, 75, 51]","['Disquietment', 'Surprise']","[5, 3, 9]",Male,Teenager
4564,mscoco/images,COCO_train2014_000000481861.jpg,"[612, 612]","[57, 64, 286, 570]","[178, 37, 221, 91]",['Happiness'],"[10, 3, 8]",Male,Adult
4565,mscoco/images,COCO_val2014_000000553731.jpg,"[640, 428]","[172, 56, 432, 421]","[93, 47, 157, 129]","['Anticipation', 'Disquietment', 'Doubt/Confusion', 'Embarrassment']","[6, 6, 8]",Male,Adult
4566,framesdb/images,frame_0bnmkg63rgwl0crt.jpg,"[468, 358]","[10, 12, 265, 357]","[139, 34, 188, 119]",['Engagement'],"[5, 7, 7]",Male,Adult
4567,framesdb/images,frame_bcn8wm9v5xhhqjrt.jpg,"[1300, 957]","[177, 289, 553, 889]","[197, 34, 261, 123]","['Anticipation', 'Engagement', 'Happiness']","[7, 4, 5]",Female,Adult
4568,framesdb/images,frame_bcn8wm9v5xhhqjrt.jpg,"[1300, 957]","[484, 242, 844, 933]","[126, 32, 201, 143]","['Anticipation', 'Engagement', 'Happiness']","[8, 4, 7]",Male,Adult
4569,framesdb/images,frame_azbgsdu2b468vkhf.jpg,"[800, 400]","[218, 32, 368, 399]","[88, 38, 123, 82]","['Anticipation', 'Happiness']","[5, 7, 9]",Male,Adult
4570,mscoco/images,COCO_train2014_000000482659.jpg,"[640, 428]","[260, 75, 473, 421]","[38, 28, 103, 107]","['Affection', 'Excitement', 'Happiness']","[9, 4, 8]",Male,Adult
4571,mscoco/images,COCO_train2014_000000482659.jpg,"[640, 428]","[352, 54, 540, 426]","[4, 28, 69, 119]","['Affection', 'Happiness', 'Pleasure']","[10, 7, 10]",Female,Adult
4572,framesdb/images,frame_4efno4y1cy11xjlj.jpg,"[2000, 1500]","[1064, 536, 1545, 916]","[107, 93, 205, 216]",['Engagement'],"[6, 7, 7]",Male,Adult
4573,framesdb/images,frame_lmjdvn7vvryok85j.jpg,"[2048, 1536]","[20, 293, 868, 1428]","[172, 88, 447, 433]","['Aversion', 'Disapproval', 'Doubt/Confusion']","[6, 7, 5]",Female,Adult
4574,framesdb/images,frame_9a2c940q1flqipar.jpg,"[4752, 3168]","[40, 225, 1697, 3046]","[567, 118, 919, 631]",['Engagement'],"[5, 2, 9]",Female,Adult
4575,framesdb/images,frame_089la9r2txclvowp.jpg,"[642, 361]","[300, 15, 478, 311]","[94, 9, 137, 66]","['Anticipation', 'Engagement']","[5, 5, 6]",Male,Adult
4576,framesdb/images,frame_c62g75kse7avjcwx.jpg,"[1920, 1050]","[996, 99, 1896, 1040]","[272, 16, 472, 293]",['Engagement'],"[5, 2, 9]",Male,Adult
4577,framesdb/images,frame_0nbcic5kjouagcnz.jpg,"[800, 530]","[578, 166, 699, 480]","[33, 5, 63, 35]","['Anticipation', 'Engagement']","[5, 2, 7]",Male,Adult
4578,framesdb/images,frame_0nbcic5kjouagcnz.jpg,"[800, 530]","[81, 397, 145, 495]","[26, 15, 45, 40]",['Engagement'],"[6, 8, 4]",Female,Kid
4579,mscoco/images,COCO_val2014_000000138488.jpg,"[640, 635]","[418, 73, 587, 389]","[19, 25, 58, 72]","['Confidence', 'Engagement', 'Peace']","[7, 7, 6]",Female,Adult
4580,framesdb/images,frame_i1jmiyfcgma3dvsd.jpg,"[1300, 620]","[1063, 161, 1282, 521]","[30, 42, 106, 133]","['Sadness', 'Suffering']","[4, 4, 9]",Male,Adult
4581,mscoco/images,COCO_train2014_000000173998.jpg,"[640, 480]","[122, 25, 369, 435]","[71, 45, 152, 139]","['Happiness', 'Peace']","[6, 4, 6]",Male,Adult
4582,mscoco/images,COCO_train2014_000000194943.jpg,"[640, 480]","[132, 40, 559, 475]","[152, 25, 245, 147]",['Happiness'],"[9, 10, 10]",Male,Adult
4583,framesdb/images,frame_gj1tang7fwfsx0p0.jpg,"[3264, 1998]","[1943, 128, 2600, 1997]","[105, 92, 287, 368]",['Excitement'],"[5, 3, 4]",Female,Adult
4584,framesdb/images,frame_gj1tang7fwfsx0p0.jpg,"[3264, 1998]","[702, 603, 1609, 1912]","[419, 270, 612, 526]",['Engagement'],"[4, 4, 9]",Female,Adult
4585,mscoco/images,COCO_train2014_000000525898.jpg,"[640, 340]","[7, 27, 249, 318]","[91, 47, 181, 158]",['Engagement'],"[6, 4, 7]",Male,Kid
4586,mscoco/images,COCO_train2014_000000348580.jpg,"[640, 427]","[53, 114, 304, 422]","[56, 25, 117, 106]",['Yearning'],"[6, 4, 8]",Female,Adult
4587,mscoco/images,COCO_train2014_000000057744.jpg,"[640, 427]","[211, 133, 448, 409]","[72, 22, 107, 73]","['Anticipation', 'Confidence', 'Engagement']","[7, 5, 6]",Male,Adult
4588,mscoco/images,COCO_train2014_000000325236.jpg,"[640, 512]","[280, 20, 473, 472]","[85, 31, 131, 90]","['Affection', 'Happiness', 'Pleasure']","[8, 7, 9]",Male,Adult
4589,mscoco/images,COCO_train2014_000000320918.jpg,"[612, 612]","[13, 20, 568, 604]","[0, 0, 279, 458]",['Disapproval'],"[2, 4, 5]",Female,Adult
4590,mscoco/images,COCO_val2014_000000088854.jpg,"[640, 456]","[111, 69, 315, 399]","[114, 5, 147, 39]","['Anticipation', 'Engagement', 'Fatigue']","[6, 10, 10]",Male,Adult
4591,framesdb/images,frame_a05yxzewu4uftqpn.jpg,"[750, 1000]","[326, 125, 536, 720]","[82, 57, 134, 119]",['Engagement'],"[5, 6, 7]",Male,Adult
4592,emodb_small/images,fx3og21lsllsbauh2z.jpg,"[380, 571]","[2, 2, 308, 380]","[166, 40, 294, 232]","['Anger', 'Annoyance', 'Disapproval']","[4, 7, 5]",Male,Adult
4593,mscoco/images,COCO_train2014_000000367538.jpg,"[640, 480]","[218, 205, 372, 457]","[9, 113, 43, 155]",['Engagement'],"[6, 7, 7]",Male,Teenager
4594,emodb_small/images,0qrggiyfqfxsynwvjm.jpg,"[270, 480]","[70, 5, 259, 280]","[103, 40, 167, 126]","['Affection', 'Pleasure']","[8, 7, 6]",Male,Adult
4595,framesdb/images,frame_19bqvccb8ktprt14.jpg,"[600, 516]","[208, 169, 307, 255]","[43, 17, 70, 50]",['Engagement'],"[4, 4, 9]",Male,Kid
4596,framesdb/images,frame_19bqvccb8ktprt14.jpg,"[600, 516]","[315, 108, 528, 486]","[76, 32, 115, 84]","['Affection', 'Engagement']","[6, 6, 8]",Female,Adult
4597,framesdb/images,frame_g6wlossxj8l2uu2i.jpg,"[852, 480]","[407, 51, 791, 468]","[104, 113, 168, 203]","['Doubt/Confusion', 'Engagement']","[5, 4, 3]",Male,Adult
4598,framesdb/images,frame_frtl2vs8qf2m7bf6.jpg,"[3309, 2364]","[1946, 1065, 2492, 2091]","[148, 105, 255, 294]",['Engagement'],"[6, 5, 3]",Male,Adult
4599,mscoco/images,COCO_train2014_000000324332.jpg,"[640, 427]","[246, 85, 351, 346]","[45, 18, 72, 58]",['Anticipation'],"[7, 8, 8]",Male,Adult
4600,framesdb/images,frame_go7cdd3nzric2aka.jpg,"[600, 400]","[289, 74, 568, 399]","[71, 77, 109, 126]","['Engagement', 'Excitement']","[8, 3, 3]",Female,Adult
4601,emodb_small/images,flynhhh73d5vgvd9b2.jpg,"[345, 615]","[181, 3, 345, 346]","[86, 31, 163, 138]","['Anger', 'Annoyance', 'Disapproval']","[4, 5, 6]",Female,Adult
4602,framesdb/images,frame_h0ab5bbfye68f7z4.jpg,"[1200, 900]","[682, 1, 1081, 898]","[162, 112, 248, 238]","['Excitement', 'Happiness']","[4, 4, 9]",Female,Adult
4603,framesdb/images,frame_ee1x02915jz40oo7.jpg,"[596, 445]","[231, 55, 544, 434]","[62, 32, 142, 146]","['Confidence', 'Excitement', 'Happiness']","[7, 3, 3]",Male,Adult
4604,framesdb/images,frame_ee1x02915jz40oo7.jpg,"[596, 445]","[87, 151, 255, 427]","[50, 71, 120, 159]","['Excitement', 'Happiness']","[6, 3, 4]",Female,Kid
4605,framesdb/images,frame_j09xt6tpssmz7iiz.jpg,"[1001, 677]","[721, 77, 998, 676]","[146, 29, 207, 112]",['Engagement'],"[6, 6, 7]",Male,Adult
4606,mscoco/images,COCO_train2014_000000436440.jpg,"[612, 612]","[164, 127, 347, 433]","[55, 19, 120, 111]","['Confidence', 'Happiness']","[9, 3, 8]",Female,Adult
4607,mscoco/images,COCO_train2014_000000076937.jpg,"[640, 572]","[292, 24, 479, 499]","[88, 19, 129, 71]",['Engagement'],"[7, 7, 8]",Female,Adult
4608,mscoco/images,COCO_train2014_000000076937.jpg,"[640, 572]","[80, 28, 226, 449]","[35, 15, 70, 62]","['Disconnection', 'Doubt/Confusion']","[3, 6, 4]",Male,Teenager
4609,mscoco/images,COCO_train2014_000000076937.jpg,"[640, 572]","[466, 60, 583, 405]","[34, 19, 66, 61]","['Disquietment', 'Fatigue']","[4, 6, 6]",Female,Teenager
4610,mscoco/images,COCO_val2014_000000575135.jpg,"[640, 480]","[293, 84, 417, 479]","[17, 22, 60, 74]",['Engagement'],"[7, 6, 6]",Female,Kid
4611,mscoco/images,COCO_val2014_000000575135.jpg,"[640, 480]","[109, 18, 313, 479]","[116, 36, 166, 96]","['Anticipation', 'Engagement', 'Happiness']","[7, 7, 9]",Male,Kid
4612,framesdb/images,frame_9dsvejsbpbiijp8c.jpg,"[1080, 720]","[772, 378, 897, 514]","[32, 9, 60, 41]",['Engagement'],"[5, 2, 8]",Female,Adult
4613,mscoco/images,COCO_train2014_000000382383.jpg,"[640, 427]","[187, 82, 486, 297]","[74, 34, 131, 102]",['Anticipation'],"[7, 8, 7]",Male,Kid
4614,mscoco/images,COCO_train2014_000000185258.jpg,"[640, 480]","[262, 110, 355, 445]","[11, 11, 37, 45]",['Happiness'],"[6, 5, 6]",Female,Teenager
4615,framesdb/images,frame_auiclwhdipolwjjp.jpg,"[348, 348]","[93, 100, 234, 287]","[44, 33, 82, 80]","['Anticipation', 'Engagement', 'Happiness']","[7, 6, 6]",Female,Adult
4616,mscoco/images,COCO_train2014_000000032829.jpg,"[640, 480]","[304, 51, 482, 472]","[94, 20, 134, 70]",['Aversion'],"[7, 5, 1]",Female,Adult
4617,mscoco/images,COCO_train2014_000000515896.jpg,"[640, 424]","[344, 16, 496, 331]","[70, 20, 98, 54]",['Engagement'],"[6, 8, 10]",Male,Teenager
4618,mscoco/images,COCO_train2014_000000339687.jpg,"[640, 427]","[201, 42, 594, 421]","[264, 50, 315, 115]","['Anticipation', 'Engagement', 'Esteem']","[8, 9, 8]",Male,Adult
4619,framesdb/images,frame_1ym29f640v6fxlq3.jpg,"[450, 303]","[195, 57, 289, 191]","[49, 8, 73, 36]","['Engagement', 'Pleasure']","[7, 2, 8]",Female,Teenager
4620,mscoco/images,COCO_train2014_000000419249.jpg,"[640, 480]","[101, 110, 249, 474]","[49, 27, 88, 75]","['Disquietment', 'Embarrassment']","[8, 7, 4]",Male,Adult
4621,mscoco/images,COCO_train2014_000000448274.jpg,"[640, 424]","[174, 162, 280, 423]","[42, 13, 72, 51]",['Sympathy'],"[8, 6, 7]",Female,Teenager
4622,mscoco/images,COCO_train2014_000000225870.jpg,"[640, 471]","[326, 58, 624, 463]","[29, 53, 93, 158]","['Disconnection', 'Sadness']","[6, 6, 5]",Female,Adult
4623,mscoco/images,COCO_train2014_000000254177.jpg,"[640, 604]","[34, 16, 553, 596]","[229, 23, 366, 222]","['Confidence', 'Disquietment']","[6, 6, 7]",Male,Adult
4624,mscoco/images,COCO_val2014_000000156572.jpg,"[640, 480]","[315, 108, 520, 388]","[124, 12, 163, 64]","['Anticipation', 'Engagement']","[6, 6, 7]",Male,Teenager
4625,mscoco/images,COCO_val2014_000000156572.jpg,"[640, 480]","[36, 96, 302, 387]","[148, 21, 190, 80]","['Anticipation', 'Excitement', 'Sympathy']","[6, 4, 9]",Male,Teenager
4626,mscoco/images,COCO_train2014_000000026905.jpg,"[500, 358]","[252, 12, 478, 345]","[68, 34, 118, 101]",['Engagement'],"[3, 2, 2]",Male,Adult
4627,mscoco/images,COCO_train2014_000000258240.jpg,"[640, 480]","[17, 33, 318, 474]","[90, 23, 193, 162]","['Happiness', 'Peace']","[8, 7, 7]",Female,Adult
4628,framesdb/images,frame_eno250o55ljjjydp.jpg,"[620, 348]","[208, 151, 436, 347]","[91, 23, 152, 93]","['Excitement', 'Happiness']","[8, 6, 6]",Female,Adult
4629,mscoco/images,COCO_train2014_000000382881.jpg,"[640, 480]","[70, 122, 319, 361]","[110, 41, 184, 129]","['Affection', 'Confidence', 'Engagement', 'Excitement', 'Happiness', 'Surprise']","[6, 7, 6]",Female,Kid
4630,mscoco/images,COCO_train2014_000000382881.jpg,"[640, 480]","[327, 90, 603, 406]","[5, 63, 80, 156]",['Engagement'],"[7, 8, 8]",Female,Kid
4631,mscoco/images,COCO_train2014_000000276671.jpg,"[544, 640]","[244, 156, 347, 495]","[10, 11, 44, 54]","['Anticipation', 'Engagement']","[4, 4, 4]",Female,Teenager
4632,mscoco/images,COCO_train2014_000000198084.jpg,"[640, 429]","[170, 37, 489, 341]","[188, 34, 222, 77]","['Anticipation', 'Confidence', 'Engagement']","[7, 7, 7]",Male,Teenager
4633,framesdb/images,frame_j1fvjm0rvv832k1a.jpg,"[1936, 2592]","[85, 269, 1719, 2591]","[410, 718, 996, 1328]",['Happiness'],"[6, 4, 3]",Male,Adult
4634,mscoco/images,COCO_val2014_000000537270.jpg,"[640, 480]","[348, 43, 514, 327]","[61, 40, 116, 108]",['Disconnection'],"[6, 6, 7]",Female,Teenager
4635,mscoco/images,COCO_val2014_000000537270.jpg,"[640, 480]","[146, 5, 430, 410]","[105, 66, 202, 183]",['Engagement'],"[4, 4, 6]",Male,Teenager
4636,framesdb/images,frame_d0bpwyae4mpvei42.jpg,"[1000, 668]","[269, 72, 506, 545]","[12, 79, 86, 171]","['Happiness', 'Pleasure']","[5, 2, 9]",Male,Adult
4637,framesdb/images,frame_d0bpwyae4mpvei42.jpg,"[1000, 668]","[1, 83, 273, 505]","[158, 47, 225, 155]","['Engagement', 'Happiness']","[5, 4, 7]",Male,Adult
4638,framesdb/images,frame_d0bpwyae4mpvei42.jpg,"[1000, 668]","[410, 92, 975, 662]","[102, 16, 219, 126]","['Affection', 'Engagement']","[5, 4, 8]",Female,Adult
4639,mscoco/images,COCO_val2014_000000103496.jpg,"[640, 428]","[265, 28, 425, 274]","[55, 18, 92, 62]","['Engagement', 'Excitement', 'Happiness']","[7, 9, 6]",Female,Adult
4640,mscoco/images,COCO_train2014_000000529964.jpg,"[640, 320]","[412, 20, 622, 293]","[84, 16, 113, 54]","['Anticipation', 'Engagement']","[5, 10, 8]",Female,Teenager
4641,mscoco/images,COCO_train2014_000000073584.jpg,"[640, 427]","[201, 51, 484, 419]","[118, 27, 154, 73]","['Confidence', 'Engagement']","[6, 9, 9]",Male,Adult
4642,framesdb/images,frame_43xd01zhbspavnob.jpg,"[634, 422]","[388, 4, 618, 326]","[62, 30, 97, 76]",['Engagement'],"[4, 8, 9]",Female,Adult
4643,mscoco/images,COCO_train2014_000000519685.jpg,"[500, 333]","[154, 12, 324, 332]","[73, 19, 112, 69]","['Excitement', 'Happiness']","[8, 7, 7]",Female,Adult
4644,framesdb/images,frame_3grkxm3c2j85p25a.jpg,"[2592, 1936]","[94, 1242, 284, 1761]","[104, 31, 144, 84]",['Engagement'],"[5, 6, 5]",Female,Adult
4645,framesdb/images,frame_k8f7898lb180fqyv.jpg,"[1920, 1080]","[795, 905, 950, 1067]","[56, 9, 103, 60]",['Engagement'],"[6, 4, 4]",Female,Adult
4646,mscoco/images,COCO_train2014_000000181511.jpg,"[500, 500]","[298, 144, 455, 451]","[29, 43, 148, 209]","['Confidence', 'Engagement', 'Happiness', 'Pleasure']","[6, 6, 6]",Female,Adult
4647,mscoco/images,COCO_train2014_000000477672.jpg,"[640, 427]","[138, 95, 465, 426]","[150, 46, 255, 170]",['Engagement'],"[7, 4, 4]",Female,Kid
4648,mscoco/images,COCO_train2014_000000556709.jpg,"[640, 480]","[263, 64, 557, 468]","[105, 62, 167, 134]","['Disconnection', 'Engagement']","[6, 4, 7]",Female,Adult
4649,mscoco/images,COCO_train2014_000000197663.jpg,"[640, 426]","[240, 29, 584, 419]","[71, 64, 150, 153]",['Pleasure'],"[10, 4, 7]",Female,Adult
4650,ade20k/images,sun_avisnxmtneacondp.jpg,"[648, 486]","[41, 261, 196, 397]","[77, 8, 108, 49]","['Confidence', 'Engagement']","[4, 4, 5]",Female,Adult
4651,mscoco/images,COCO_val2014_000000182362.jpg,"[640, 480]","[74, 25, 503, 473]","[149, 56, 230, 173]","['Anticipation', 'Engagement']","[7, 5, 10]",Male,Teenager
4652,mscoco/images,COCO_train2014_000000198993.jpg,"[640, 480]","[34, 104, 250, 472]","[64, 22, 128, 99]","['Confidence', 'Engagement', 'Excitement', 'Happiness', 'Surprise']","[6, 9, 7]",Male,Teenager
4653,framesdb/images,frame_gma6cc2d3p5yvic8.jpg,"[866, 1390]","[38, 505, 218, 890]","[68, 21, 102, 63]",['Doubt/Confusion'],"[6, 3, 2]",Male,Adult
4654,mscoco/images,COCO_train2014_000000155519.jpg,"[640, 427]","[44, 181, 214, 336]","[52, 16, 93, 68]",['Pleasure'],"[8, 7, 6]",Female,Adult
4655,mscoco/images,COCO_val2014_000000480536.jpg,"[640, 427]","[304, 38, 510, 420]","[75, 68, 146, 155]","['Affection', 'Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Happiness', 'Peace']","[6, 6, 7]",Male,Teenager
4656,mscoco/images,COCO_train2014_000000412277.jpg,"[640, 427]","[325, 50, 498, 426]","[39, 19, 89, 84]",['Happiness'],"[6, 6, 8]",Female,Adult
4657,mscoco/images,COCO_train2014_000000412277.jpg,"[640, 427]","[36, 73, 228, 421]","[107, 13, 163, 83]",['Happiness'],"[7, 4, 9]",Female,Adult
4658,mscoco/images,COCO_train2014_000000229787.jpg,"[640, 426]","[266, 100, 453, 371]","[67, 14, 123, 83]",['Happiness'],"[7, 4, 7]",Male,Kid
4659,mscoco/images,COCO_val2014_000000544272.jpg,"[640, 512]","[142, 20, 561, 410]","[205, 47, 287, 151]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[6, 7, 9]",Male,Adult
4660,mscoco/images,COCO_train2014_000000036281.jpg,"[640, 480]","[395, 239, 609, 473]","[41, 62, 163, 205]",['Engagement'],"[5, 4, 4]",Male,Kid
4661,mscoco/images,COCO_val2014_000000166344.jpg,"[600, 469]","[220, 11, 549, 462]","[90, 112, 187, 227]","['Anticipation', 'Confidence', 'Esteem']","[6, 9, 7]",Male,Adult
4662,mscoco/images,COCO_val2014_000000164366.jpg,"[640, 425]","[31, 182, 212, 417]","[58, 14, 95, 66]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[7, 8, 8]",Female,Adult
4663,mscoco/images,COCO_train2014_000000194000.jpg,"[640, 425]","[441, 17, 611, 418]","[74, 11, 115, 65]","['Confidence', 'Engagement', 'Happiness']","[7, 4, 5]",Female,Adult
4664,mscoco/images,COCO_train2014_000000194000.jpg,"[640, 425]","[68, 105, 225, 416]","[62, 11, 99, 60]",['Engagement'],"[9, 9, 8]",Male,Adult
4665,mscoco/images,COCO_train2014_000000022650.jpg,"[640, 480]","[132, 187, 370, 473]","[105, 19, 172, 116]","['Confidence', 'Esteem', 'Excitement']","[7, 8, 10]",Male,Adult
4666,mscoco/images,COCO_train2014_000000373444.jpg,"[640, 480]","[413, 78, 581, 423]","[22, 15, 51, 53]",['Excitement'],"[6, 5, 7]",Male,Adult
4667,mscoco/images,COCO_train2014_000000373444.jpg,"[640, 480]","[58, 110, 235, 474]","[56, 18, 91, 60]","['Engagement', 'Excitement', 'Surprise']","[8, 8, 8]",Male,Adult
4668,mscoco/images,COCO_train2014_000000373444.jpg,"[640, 480]","[201, 89, 367, 474]","[26, 4, 61, 45]","['Happiness', 'Peace']","[6, 7, 7]",Male,Adult
4669,mscoco/images,COCO_train2014_000000373444.jpg,"[640, 480]","[306, 116, 432, 452]","[25, 10, 53, 46]","['Anticipation', 'Engagement', 'Excitement']","[6, 6, 6]",Male,Adult
4670,mscoco/images,COCO_train2014_000000136184.jpg,"[640, 426]","[260, 22, 424, 419]","[86, 22, 124, 70]",['Yearning'],"[8, 8, 10]",Male,Adult
4671,emodb_small/images,eklcju2q0c5kcw1b8m.jpg,"[313, 500]","[79, 9, 313, 313]","[42, 39, 190, 250]","['Pain', 'Sadness', 'Sensitivity', 'Suffering']","[1, 7, 1]",Male,Adult
4672,framesdb/images,frame_2kovxmw5w0864olj.jpg,"[1024, 768]","[277, 395, 455, 767]","[101, 0, 134, 39]","['Engagement', 'Happiness']","[6, 8, 7]",Female,Adult
4673,framesdb/images,frame_ifzjky5vufty7ozi.jpg,"[450, 320]","[25, 28, 357, 286]","[100, 73, 172, 161]",['Pleasure'],"[4, 4, 3]",Male,Kid
4674,mscoco/images,COCO_train2014_000000516931.jpg,"[640, 482]","[472, 66, 586, 307]","[40, 23, 70, 58]",['Engagement'],"[6, 8, 4]",Female,Kid
4675,mscoco/images,COCO_val2014_000000215787.jpg,"[557, 640]","[189, 91, 474, 410]","[56, 45, 117, 156]",['Engagement'],"[6, 6, 8]",Male,Adult
4676,mscoco/images,COCO_train2014_000000060769.jpg,"[612, 612]","[214, 75, 491, 603]","[207, 18, 264, 92]","['Confidence', 'Happiness', 'Pleasure']","[6, 6, 7]",Male,Adult
4677,mscoco/images,COCO_train2014_000000161228.jpg,"[640, 426]","[74, 43, 626, 420]","[220, 21, 344, 202]","['Engagement', 'Pleasure']","[5, 5, 4]",Male,Adult
4678,mscoco/images,COCO_train2014_000000523220.jpg,"[640, 480]","[166, 118, 481, 386]","[47, 40, 149, 163]","['Disconnection', 'Sadness']","[3, 3, 2]",Female,Kid
4679,mscoco/images,COCO_val2014_000000572210.jpg,"[640, 427]","[97, 25, 619, 420]","[240, 106, 439, 345]","['Engagement', 'Excitement', 'Happiness']","[8, 4, 7]",Female,Kid
4680,mscoco/images,COCO_val2014_000000226377.jpg,"[640, 453]","[337, 33, 550, 379]","[14, 28, 53, 72]","['Confidence', 'Engagement', 'Excitement']","[7, 8, 7]",Female,Adult
4681,ade20k/images,sun_aqnroqlfmcxdupfl.jpg,"[3072, 2048]","[1610, 1245, 2527, 2046]","[181, 56, 308, 315]",['Disconnection'],"[4, 4, 2]",Male,Teenager
4682,mscoco/images,COCO_train2014_000000032722.jpg,"[500, 375]","[100, 15, 432, 370]","[23, 88, 168, 286]",['Happiness'],"[5, 6, 4]",Male,Adult
4683,framesdb/images,frame_amfyqa3jxec7hay5.jpg,"[1256, 838]","[318, 322, 765, 811]","[299, 46, 381, 118]",['Engagement'],"[6, 6, 6]",Male,Adult
4684,framesdb/images,frame_amfyqa3jxec7hay5.jpg,"[1256, 838]","[195, 291, 466, 837]","[107, 52, 176, 147]","['Anticipation', 'Engagement', 'Happiness']","[6, 7, 6]",Male,Adult
4685,mscoco/images,COCO_val2014_000000054796.jpg,"[640, 427]","[125, 29, 375, 425]","[111, 22, 157, 85]","['Confidence', 'Disquietment', 'Excitement']","[6, 7, 6]",Female,Kid
4686,framesdb/images,frame_3hompollvp6gc1t1.jpg,"[1564, 914]","[1472, 450, 1558, 760]","[21, 1, 49, 39]","['Anticipation', 'Engagement', 'Surprise']","[6, 5, 6]",Female,Adult
4687,mscoco/images,COCO_train2014_000000116074.jpg,"[640, 427]","[229, 82, 457, 426]","[69, 38, 110, 86]","['Engagement', 'Happiness']","[8, 8, 8]",Male,Adult
4688,mscoco/images,COCO_train2014_000000260359.jpg,"[480, 640]","[287, 67, 448, 282]","[54, 37, 91, 77]",['Yearning'],"[6, 7, 6]",Male,Adult
4689,mscoco/images,COCO_train2014_000000294850.jpg,"[640, 480]","[177, 123, 287, 435]","[38, 10, 63, 45]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[7, 4, 7]",Female,Teenager
4690,mscoco/images,COCO_val2014_000000482242.jpg,"[640, 480]","[142, 96, 606, 476]","[337, 27, 418, 132]","['Affection', 'Esteem', 'Sympathy']","[6, 2, 9]",Male,Adult
4691,mscoco/images,COCO_val2014_000000112022.jpg,"[640, 425]","[311, 84, 412, 416]","[37, 11, 64, 46]",['Anticipation'],"[6, 5, 6]",Male,Adult
4692,framesdb/images,frame_0pe5t9h7wdm282m4.jpg,"[634, 476]","[227, 69, 512, 372]","[103, 45, 200, 167]",['Engagement'],"[6, 7, 6]",Female,Adult
4693,framesdb/images,frame_cema00fkc9l7d439.jpg,"[2816, 2112]","[762, 471, 1080, 1190]","[133, 19, 212, 116]","['Anticipation', 'Engagement', 'Esteem']","[5, 6, 5]",Male,Adult
4694,mscoco/images,COCO_val2014_000000250917.jpg,"[500, 375]","[15, 49, 267, 358]","[82, 20, 155, 122]",['Engagement'],"[6, 2, 9]",Male,Adult
